location,Followers,Hashtags,Username,Datetime,Text
"Arizona, USA",46,"['ApexLegends', 'apex', 'Apex募集ps4', 'APEX', 'Apex募集pc', 'Apexモバイル', 'valorant', 'VALORANT', 'VALORANTマイバッジ', 'VALORANTChampions', 'ValorantClips', 'gamer', 'gamergirls', 'gameawards', 'gamedev']",McFireBaby,2022-12-29 19:53:43+00:00,"Let’s end the debate here. Apex is better than valorant. 
#ApexLegends #apex #Apex募集ps4 #APEX #Apex募集pc #Apexモバイル #valorant #VALORANT #VALORANTマイバッジ #VALORANTChampions #ValorantClips #gamer #gamergirls #gameawards #gamedev https://t.co/200ImoyY8s"
Timezone Asia/Tokyo (GMT+9),266,"['ApexLegends', 'マップローテーション']",MapRotationBot,2022-12-29 19:53:41+00:00,"Current:
World's Edge at 04:30-06:00

Next:
Broken Moon at 06:00-07:00

#ApexLegends #マップローテーション"
TX,168,"['smallstreamers', 'SmallStreamersConnect', 'ApexLegends', 'smallstreamerssupport']",VanillaFaceGame,2022-12-29 19:53:20+00:00,"How’re you spending YOURE Thursday?? Come spend it with me! 

https://t.co/SPtJO6Ekr4

#smallstreamers #SmallStreamersConnect #ApexLegends #smallstreamerssupport @SmallStreamersC @SmallStreamersR"
"St Louis, MO",460,,carolmarie_w,2022-12-29 19:53:06+00:00,@spoopynikki @HisandHersLive @PlayApex Vouch!!!!! Nikki is a gem y’all would be so lucky to have her!!!
"| Detroit, Michigan ",413,,snowsval,2022-12-29 19:53:05+00:00,@blodwynnUK @PlayApex if you want to be individually really good at the game solo q if you want to be competitive then 3 stack
Tit                           ,47,,CalamariSteven,2022-12-29 19:52:57+00:00,"@WavyMagneto @PlayApex Oh you're a new player, that makes sense. They used to give us much better free rewards, it's been lame lately."
,154,,GAME_introduce7,2022-12-29 19:52:30+00:00,"Apex Legends Video Post

Apex Legends:Three people choose different legends and fight as a pair.
click the link below to watch now:

1:https://t.co/bmFAeWw1yj
2:https://t.co/5Lvt9e6ngX
3:https://t.co/Fa69mr36Xy"
19,231,,moonkrw,2022-12-29 19:51:38+00:00,i need to play apex i want to play Apex Legends why game dead
india,6,,rhythm_ranjan,2022-12-29 19:51:31+00:00,Apex Legends Mobile: New to the game? These tips and tricks for beginners will help you play like a Pro – HT Tech https://t.co/tdeDEhPXzd
,11,,ParadoxDogma,2022-12-29 19:51:20+00:00,@PlayApex Don't forget. You can add new playable content.@Respawn
Olympus,14,,FrozenCrescent,2022-12-29 19:51:18+00:00,@Grrted @PlayApex What a colossal W
,49,['PS4live'],riko_bandz,2022-12-29 19:51:02+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/qPZT6sy8n0
fellybishh@gmail.com,2193,"['newyorkcity', 'apexlegends']",FellyBishh,2022-12-29 19:50:49+00:00,"Vibing today after spending the day in #newyorkcity yesterday. Todays plans is school work, editing, and playing #apexlegends ✨ what are y’all up to today? https://t.co/7oYvxRiggr"
,1175,['ApexLegends'],ApexTOP10_JPN,2022-12-29 19:50:27+00:00,"#ApexLegends TOP10 in JPN
🥇 (59,506) tttcheekyttt_SBI
🥈 (50,509) pad_VOLzZ
🥉 (48,905) DFM_1tappy
4⃣ (45,253) MiliMfps
5⃣ (45,095) SE_Licco28
6⃣ (44,210) Kantera_b
7⃣ (43,779) LDN_Kuroton
8⃣ (42,078) FC_UmichanLoveti
9⃣ (41,548) BlackPink
🔟 (41,159) PonponWarrior"
"Tacoma, WA",84,"['w00pyisgodttv', 'apexlegends', 'squadwipe', 'twitch', 'tiktok', 'twitter', 'instagram', 'hover']",Woopyisgod,2022-12-29 19:50:00+00:00,just giving this ranked squad the w00p treatment #w00pyisgodttv #apexlegends #squadwipe  #twitch #tiktok #twitter #instagram #hover https://t.co/bTQOcnSBNF
Bored,584,,WavyMagneto,2022-12-29 19:49:58+00:00,"@CalamariSteven @PlayApex Ikr 🤣😂 what’s wrong with me…Lmaoo
I’ve been playing for 2 seasons I don’t have many loading screens, so I thought why not, i’ll take new screens but yeah I haven’t gotten a damn thing lol"
Fragging at Skull Town ,14,['ApexLegends'],ItsJETRO09,2022-12-29 19:49:54+00:00,Oh you’re good at apex? Who do you main! Oh… you main horizon 😬 yeah retract that statement 😐 #ApexLegends
,236,,iamnothappie,2022-12-29 19:49:47+00:00,@rynsharma93 @PlayApex Someone’s boutta be my first blocked account on twitter 👀
United States,93,['ApexLegends'],Skeltoz1,2022-12-29 19:49:30+00:00,"I LOVE APEX LEGENDS!
I LOVE APEX LEGENDS!
I LOVE APEX LEGENDS!
I LOVE APEX LEGENDS!
I LOVE APEX LEGENDS!
I LOVE APEX LEGENDS!
I LOVE APEX LEGENDS!
I LOVE APEX LEGENDS!

#ApexLegends https://t.co/iNDLLizQky"
Tx,206,['PS4live'],ttvelbl,2022-12-29 19:49:29+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/MW24eZWRGb
Ohio,313,,BanrionBex,2022-12-29 19:48:32+00:00,@Rynolicious @HisandHersLive @PlayApex @iLovNoodle @MightyMacaroni @ItsPiku_ I’d love to be a part of this! Thanks Ryno!!!
FREE Scrims/Tourneys #vnmNews,13104,['ApexLegends'],vnmTourney,2022-12-29 19:48:03+00:00,"Winners of the @ZotacCup #ApexLegends BR #5

Congratulations
🥇Gamers
@BlurrFlavorz @Alezuras @Hamb1no

🥈Need I say more
@Prophet_VM @sauzgg @ShiniPC

🥉MikeAndIke
@WizardCoin23TTV @SiLenT_HiLs @Mjfr__
Thanks for playing🧡

Join us TODAY for event #6
https://t.co/5QSpZ8QdEW https://t.co/iDIMDg6hp8"
,257,,MelinkosiK,2022-12-29 19:47:52+00:00,@Deee3z @PlayApex Ain't this just Fragment💀
"Chicago, IL",179,['ApexLegends'],raddad918,2022-12-29 19:45:57+00:00,After watching @BacKoFFmyJanKzz sniper vid!! Go check it out @PlayApex #ApexLegends @esportnightmare https://t.co/xBGVXZgiAr
"Miami, FL",226,,RaziRath,2022-12-29 19:45:36+00:00,I seriously don’t think we’ll ever get an audio fix in @PlayApex n it makes me sad
Hooters with the boys,17,,NickAdamsBot,2022-12-29 19:44:44+00:00,"Throw your Apex Legends game into the garbage receptacle. It no longer has meaning in your life. 
 
Pick up a breakfast and head to Starbucks with your fellow brethren, this is your new life."
United States,159,,Kingbooger94,2022-12-29 19:42:55+00:00,"Check out @its_Audacityy playing Apex Legends!!

🔴 LIVE - PUBS then grinding Ranked | Grinding for PLAT | Apex Legends https://t.co/XvlruoSCTY via @YouTube"
,77,,HsKBeware,2022-12-29 19:42:49+00:00,@TJacovg @PlayApex I BEEENNM SAAAYYING THISSSS YOU HEAR HOW I BE GOING OFF😭😭😭
Where she want me to be ,809,['ApexLegends'],BladeGamingTV_,2022-12-29 19:41:21+00:00,Last team tried to get a clip out of me #ApexLegends https://t.co/I7ChMMbAic
,9,['PS4live'],Utdgaming1,2022-12-29 19:41:18+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/T2D6M7xoz4
I’m probably Home,226,,rayvi0li,2022-12-29 19:41:16+00:00,Apex legends ranked is a terrible gaming experience
,6628,,ChasinCrypto247,2022-12-29 19:39:08+00:00,"@LomahCrypto @MoonOverlord Any Madden 23, UFC 4, Apex Legends, or Fortnite on PS?"
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 19:38:34+00:00,@Motivated_indiv @robot52798 @Apex_The_Legend @The_CandyGhost Join the club
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 19:38:14+00:00,@robot52798 @Apex_The_Legend @Motivated_indiv @The_CandyGhost No you silly goose.
,68,,Ditcher718,2022-12-29 19:37:52+00:00,@PutinsWetDream @PlayApex Oooh I've also been talkin bout it for a while but I just finally tweeted it
,16,"['ApexLegends', 'PlayApex', 'apexskin', 'HEC', 'LFO4EVER', 'KARASUNO']",kaisr81,2022-12-29 19:37:42+00:00,It's A pretty fun game.🙈🙈🙈 #ApexLegends #PlayApex #apexskin #HEC #LFO4EVER #KARASUNO
"Virginia, USA",1472,,FND1ana_YT,2022-12-29 19:37:15+00:00,@PlayApex Can you bring back the day 1 again I missed it
Unknown,60,"['apex', 'apexlegends', 'wingman', 'apexclips', 'twitchclips', 'twittergaming']",Pbook19,2022-12-29 19:37:10+00:00,Apex (Wingman) - Beefy Damage Double Kills - #apex #apexlegends #wingman #apexclips #twitchclips #twittergaming https://t.co/5HU9gt7YCr
"Australia, Melbourne ",24377,,BirnoOCE,2022-12-29 19:37:00+00:00,"Playing in ever rank in 24 HOURS in Apex Legends!

Rookie ✅
Bronze ✅
Silver ✅
Gold ✅
Plat ✅
Diamond ✅
Masters/Apex Pred ✅

20 bombs ✅
4K's ✅

Vid - https://t.co/vrj5yLfWI0

Edited by @TyKatte 
Thumbnail by @xKETx2 https://t.co/UGsWTrPaCc"
Tit                           ,47,,CalamariSteven,2022-12-29 19:36:34+00:00,@WavyMagneto @PlayApex Why are you even trying to get this shit 🤣
,165,,TonFlyAlwayz,2022-12-29 19:36:21+00:00,I really don’t understand why @PlayApex can’t patch their game more frequently. This every 2/3 month shit is dead
,222,,snake_beater,2022-12-29 19:36:05+00:00,@roodolpha2 @HisandHersLive @PlayApex @Lupellia @UTFT_Lis @Juliilax @Roediff @elzmae1 Vouch for all these ladies 🔥
"Virginia, USA",1472,,FND1ana_YT,2022-12-29 19:35:43+00:00,@PlayApex I missed out on day 1
UK,60,,hantugoryo,2022-12-29 19:34:49+00:00,@37chap @blodwynnUK @PlayApex 3 stacking ranked or solo queueing a different game mode (L reading comprehension bozo)
Tit                           ,47,,CalamariSteven,2022-12-29 19:34:13+00:00,@DaNup06 @PlayApex That's not how it works.
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 19:33:55+00:00,@robot52798 @Apex_The_Legend @Motivated_indiv @The_CandyGhost (Guess)
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 19:33:43+00:00,@Motivated_indiv @robot52798 @Apex_The_Legend @The_CandyGhost This is very awkward
"Virginia, USA",1472,,FND1ana_YT,2022-12-29 19:33:18+00:00,@PlayApex Will that be back? I didn’t get it because I didn’t know this was going on
,47224,['Apexlegends'],mokeysniper,2022-12-29 19:33:09+00:00,"It feels like there are still some untapped insane physics interactions lurking deeply in Apex's scrambled Source engine fragments, that have the potential to either complete revolutionize or destroy the game.
#Apexlegends"
United States,27,,Eradicationism,2022-12-29 19:32:58+00:00,@KubasiakJosh @imnolan2x @charlieINTEL im not top 1% 20k in the entire world with loba on apex legends with your mindset
Tit                           ,47,,CalamariSteven,2022-12-29 19:32:29+00:00,@PlayApex Don't forget! Fix your game!
,2179,,tylerxox3,2022-12-29 19:31:49+00:00,@HisandHersLive @PlayApex I AM AVAILABLE
South Florida 954,176,"['Twitch', 'gameplay', 'ApexLegends', 'GamerDad', 'Gamer4Life']",fajita954,2022-12-29 19:31:23+00:00,"Omw to affiliate on #Twitch! Come check out my ranked arenas #gameplay! #ApexLegends #GamerDad #Gamer4Life

https://t.co/TfLUFkNEGy"
,187,['ApexLegends'],bford760,2022-12-29 19:30:52+00:00,And just like that we are back in diamond solo Q bb🫡 #ApexLegends https://t.co/0N9GjGCc07
"Austin, TX",32,['PS4live'],TKdaGoat23,2022-12-29 19:30:45+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/Hbham7gtr4
,35,"['Apexlegends', 'ApexLegendsFanart', 'Apex募集']",DemonTwizy,2022-12-29 19:30:38+00:00,"Workin🛠️

#Apexlegends #ApexLegendsFanart #Apex募集 https://t.co/6FWxurZpoT"
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 19:30:25+00:00,"@robot52798 @Apex_The_Legend @Motivated_indiv @The_CandyGhost Any they are gonna fuck now 

Great."
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 19:29:56+00:00,"@robot52798 @Apex_The_Legend @Motivated_indiv @The_CandyGhost Ghosty: you don't speak about my teachings to him. 
(Ghosty seems really defensive about this topic)"
"Los Angeles, CA",129,,LEV3LTTV,2022-12-29 19:29:18+00:00,@TheLemonsDidIt @PlayApex Let me edit for u 🙃
"Cincinnati,USA",538,,23Greatness,2022-12-29 19:28:29+00:00,@PlayApex @EA y’all need to change the point system in rank that shit so trash no way I get three kill in the beginning get third party and be negative! That’s stupid. https://t.co/gL4y110P6w
under world,1018,['PS4live'],liljcm14,2022-12-29 19:28:18+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/VF1lJvlWY6
,1037,,Kie_Aarreon,2022-12-29 19:28:01+00:00,I'm now live playing Apex Legends over on Twitch: https://t.co/NzRo1rTx9i 🎮
"Los Angeles, CA",129,,LEV3LTTV,2022-12-29 19:27:05+00:00,@TheLemonsDidIt @PlayApex Lmao the first scream 😂
"Virginia, USA",1472,,FND1ana_YT,2022-12-29 19:27:03+00:00,@kralrindo @PlayApex I never got any of these I’m grateful
"Los Angeles, CA",129,['ApexLegends'],LEV3LTTV,2022-12-29 19:26:16+00:00,Month 2 of Apex begins now 🥹 (WZ player) #ApexLegends https://t.co/Ryb8IO4l0u
,340,,I_amYurei,2022-12-29 19:25:50+00:00,@lauren_artist1 Gonna start posting more apex clips it's been straight god of war and league of legends lately https://t.co/WwwbqAZcPy
,543,['ApexLegends'],dizzybabeee,2022-12-29 19:25:49+00:00,Flatline hip fire is probably one of my faves tbh. Along w the CAR. #ApexLegends https://t.co/ukhu3YV4qE
"Dallas, TX",573,,botisimostreams,2022-12-29 19:25:08+00:00,☕ TNA_shawnn Is Streaming Up A Hot Bowl Of Entertainment Playing Apex Legends! Better Get Yourself A 🥄 https://t.co/wTxhqtXEqt
"Veneto, Italy",126,,paolojames781,2022-12-29 19:24:23+00:00,@ChaosxManticore @TeqAPEX @PlayApex Mainly passive but maybe also ult
"San Francisco, CA",19,['PS4live'],Josue2o9,2022-12-29 19:24:08+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/h1wEuwo1MY
,161,"['TWITCHSTREAMER', 'APEX', 'APEXLEGENDS', 'ACUE', 'ITZTIMMYZ', 'LIVENOW', 'FYP', 'REELS']",billsabertv,2022-12-29 19:23:58+00:00,"THE BEST MAD MAGGIE IN THE WORLD IS LIVE!!!

YOU ARE THE BEST 

TWITCH . TV / BILLSABERTV 

#TWITCHSTREAMER #APEX #APEXLEGENDS @APEXSTREAMER #ACUE #ITZTIMMYZ #LIVENOW #FYP #REELS https://t.co/WwLwR4XIWE"
"Bristol, England",72,,lordlovelover,2022-12-29 19:23:37+00:00,@PlayApex The fact there is no response makes me wonder are they ignorant or arrogant?
ON/Canada 🇨🇦,989,['apexlegends'],Loreathan,2022-12-29 19:23:36+00:00,New Apex Gameplay shorts from me #apexlegends https://t.co/NMJdD9JtZy
Bored,584,,WavyMagneto,2022-12-29 19:23:18+00:00,@PlayApex Day 4 now claiming the drops and still haven’t gotten anything from day 1 https://t.co/D2gNSjU8K7
Maine,2,,MargaretCampeau,2022-12-29 19:22:52+00:00,@PlayApex Add cross progression!!!
,422,['ApexLegends'],_missmani03,2022-12-29 19:22:50+00:00,Maybe I should start using Vantage more 🤔 first time ever really playing with her yesterday. #ApexLegends https://t.co/4S9PRn57AS
,132,"['overwatch', 'overwatch2', 'potg', 'potgoverwatch', 'potgoverwatch2', 'cod', 'Warzone', 'apexlegends', 'tiktokgaming', 'gamersoftiktok', 'gamer', 'gaming', 'pcgaming', 'ps5', 'xbox', 'fps', 'meme', 'memes', 'gamergoals', 'smallstreamer', 'twitch', 'followers', 'followme']",Legendary_twch,2022-12-29 19:22:40+00:00,"Death from above 😂✌🏻

#overwatch #overwatch2 #potg #potgoverwatch #potgoverwatch2 #cod #Warzone #apexlegends #tiktokgaming #gamersoftiktok #gamer #gaming #pcgaming #ps5 #xbox #fps #meme #memes #gamergoals #smallstreamer #twitch #followers #followme https://t.co/RasArw9fDA"
,30,"['ApexLegends', 'XboxShare']",MercyFan619,2022-12-29 19:22:27+00:00,First Arenas match of this season went pretty well #ApexLegends #XboxShare https://t.co/LKYXXdoKKV
Night City,10,,Tokkelz,2022-12-29 19:22:13+00:00,@Grrted @_ApexStatus @PlayApex Nah I'm gonna be the one to ratio you
,17,,Snizz19596388,2022-12-29 19:21:54+00:00,"@PlayApex Holy shit make a new game if ur done trying on apex, this is getting pathetic"
United States,480,"['GGsOnly', 'smallstreamer', 'smallstreamersconnect', 'SupportSmallstreamers', 'apexlegends', 'apexlegendsclips', 'ps5']",LeBlackBush69,2022-12-29 19:21:43+00:00,"A little showcase… check my Insta for the rest 
@theSMGGaming
@GGsTV
@RegimentGG
 #GGsOnly
#smallstreamer #smallstreamersconnect #SupportSmallstreamers #apexlegends #apexlegendsclips #ps5 https://t.co/qmOrjej8wJ"
he/him,175,,combos4fn,2022-12-29 19:21:19+00:00,@Grrted @PlayApex You did it!
,30,['XboxShare'],MercyFan619,2022-12-29 19:21:18+00:00,First Arenas match of this season went pretty well#ApexLegends #XboxShare https://t.co/ChW7bFM9kE
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 19:21:07+00:00,@robot52798 @Apex_The_Legend @Motivated_indiv @The_CandyGhost Was depresso expresso but then beating up friends in injustice made me feel better
USA,2070,,KGMJr32,2022-12-29 19:21:04+00:00,"Newest YT Short:

Apex Legends: YouTube Talk https://t.co/6tAZIgsuCj via @YouTube"
Greece,165,,PYROKOLOS,2022-12-29 19:20:21+00:00,"@czverse If you're talking about League of legends, apex legends , fortnite , ark: survival evolved and hollow knight then yeah i do play!"
Minnesota,344,"['youtube', 'apexlegends']",GameGuy_,2022-12-29 19:19:59+00:00,"New Youtube video out NOW! 💯🔥First day coming back to control, and it is amazing what happens when you believe!! 🔥🔥 #youtube #apexlegends

https://t.co/hhkUH6BYSU"
,8881,"['apex', 'ApexLegends', 'ApexLegendsFanart']",RECXNCY,2022-12-29 19:19:58+00:00,"⭐️3D Apex Twitter header for @BobPahmah
❤️ + ♻️’s are much Appreciated!

✍️Designed by @RECXNCY
💼Commissions are Open!📩👋
🔖#apex #ApexLegends #ApexLegendsFanart https://t.co/7nrf7zYi4W"
,9,['PS4live'],Adolfo78218471,2022-12-29 19:19:48+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/LsZlXszqpJ
,469,['ApexLegends'],ApexTop10,2022-12-29 19:19:41+00:00,"#ApexLegends TOP10
🥇 (88,070) Fuhhnq
🥈 (76,480) TimeClub-kBorrow
🥉 (70,680) Zachmazer
4⃣ (61,676) FURIA HisWattson
5⃣ (59,953) tttcheekyttt_SBI
6⃣ (59,418) dutchvand
7⃣ (57,568) Tao-w-
8⃣ (56,279) Ventis
9⃣ (53,544) Zaine
🔟 (52,260) AFuwu-w-"
,321,"['apexlegends', 'smallstreamer', 'twitch', 'content']",INK_Villain_tv,2022-12-29 19:19:25+00:00,live. lets see if we get to 400 today  #apexlegends #smallstreamer #twitch #content https://t.co/y8QpN36FwM
,22,,GGZiiSocialxxx,2022-12-29 19:18:16+00:00,"To go away at this point, still running on fucking potato Titanfall code and servers, give us a new game with objective based game modes, tired of these clowns. 🤡 @PlayApex https://t.co/iMvyWoWtLv"
BROKEN MOON,16,['ApexLegends'],apex_Voiceline,2022-12-29 19:18:16+00:00,"Mirage:"" Now ya see me, now ya don't. Now ya see me, boom, you're dead.""
 #ApexLegends https://t.co/ozDbTf2cEu"
"Parma, Emilia Romagna",96,,ReVoTaLiZeR,2022-12-29 19:18:15+00:00,@alphaINTEL My ps4 pro died 2 days ago.. and i have a pc.. i literally cant play the only damn game im playing and have to buy a another ps4/5  just to play this… @PlayApex  i mean…. Crossssssprogressionnn??
,0,"['CharityFundraising', 'CharityDonation', 'FundraisingCampaign']",fundraisertrav,2022-12-29 19:18:02+00:00,Stella Plays: Apex Legends Custom Lobbies for Charity #CharityFundraising #CharityDonation #FundraisingCampaign [Video] https://t.co/b8w3jg4O3e
11.16.20,1270,,ScarEnvy,2022-12-29 19:18:00+00:00,@clarainbed @HisandHersLive @PlayApex learned from the best 👑
Massachusetts ,186,['apexlegends'],Bruinsfan2882,2022-12-29 19:15:50+00:00,Bloodhound going in #apexlegends https://t.co/wccAZPSTWV
,1645,,faiz___m,2022-12-29 19:15:48+00:00,apex legends is about to get more exciting 🤩🙏🏾 https://t.co/51qScklz3r
,6,"['ARENA', 'APEX', 'APEXLEGENDS', 'CLASIFICATORIAS', 'PS4share']",YEYOO902,2022-12-29 19:15:19+00:00,"Full team #ARENA #APEX #APEXLEGENDS #CLASIFICATORIAS #PS4share

https://t.co/QHTF9wJPJs https://t.co/7af6eTBJlJ"
"Los Angeles, CA",39864,"['ApexLegends', 'eSports', 'PcGaming', 'Gamers', 'Gaming', 'Tournament']",ZotacCup,2022-12-29 19:15:12+00:00,"Become a champion today in the ZOTAC CUP x @vnmTourney #ApexLegends tournament. Last call for sign ups before it starts

USA/Canada - 12/29/2022
Prize Pool - $250
https://t.co/4h2w7AmTme

#eSports #PcGaming #Gamers #Gaming #Tournament @Battlefy https://t.co/VTj1uSJNPw"
25 + they/he,75,,gotchipoints,2022-12-29 19:15:01+00:00,brb i need to play a bit more tf2 to beat apex legends https://t.co/96gjN06O6f
"Oklahoma, USA",50,['PS4live'],LushIce98,2022-12-29 19:14:59+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/Ip5M8gNpc5
"Pennsylvania, USA",109,"['ApexLegends', 'PS4live']",dee_playsgames,2022-12-29 19:14:34+00:00,HI #ApexLegends #PS4live (Apex Legends)  live at https://t.co/TzrD8sttL0
"Manchester, England",493,"['intro', 'twitch', 'stream', 'twitchstreamers', 'twitch', 'vtuber', 'twitchde', 'twitchtv', 'fortnite', 'streaming', 'apexlegends']",Rachel_Huda,2022-12-29 19:14:26+00:00,"Here is a High Quality of #intro are available for #twitch to make #stream awesome then HMU with details
#twitchstreamers #twitch #vtuber #twitchde #twitchtv #fortnite #streaming #apexlegends
@BlazedRTs
 
@ScrimFinder
 
@GDAutoArt
 
@GamingRTweeters
 
@ArtistRTweeters
 
@CCG_RTs https://t.co/bIhPeeoDBi"
Discord: Jehadyel#1337,561,,Jehadyel,2022-12-29 19:14:11+00:00,"@AshApexWattson @AfricanWrdsmith @Melizande @PlayApex Yesss, already had the Horizon x Ash combo in mind, 
I'll happily take that suggestion ^-^"
,588,,YouSeeJWIL,2022-12-29 19:12:54+00:00,Check out APEX LEGENDS with Big Wilm &amp; ZeroCharge https://t.co/sIEfIlBq3n
NEW YORK NEW YORK,115,"['ApexLegends', 'GamingNews', 'apexclips']",WoA_Mortis,2022-12-29 19:12:33+00:00,"This can't be a real player.

Did apex put real bots into the game or am I tripping?

#ApexLegends #GamingNews #apexclips https://t.co/oKBqb8aiAf"
,32,['ApexLegends'],Milouz15,2022-12-29 19:11:43+00:00,@ChonnyyBoi @LeBigzer #ApexLegends players will love it
España,13,"['ApexLegends', 'PlayStation', 'NSGatOnce']",NorthandSouthGC,2022-12-29 19:11:31+00:00,"ESL #ApexLegends (ps4) Master Circuit Weekly Qualifier Season 3 #15
Round 4.
Platoon Placement number 5°
Ranking Placement number 6°
#PlayStation 
#NSGatOnce"
,0,,Stardst055,2022-12-29 19:11:06+00:00,"@PlayApex They want a ""Forever Game"" yeah use the same content forever game"
,270,,IDPAguila,2022-12-29 19:10:53+00:00,@fpslounge_ @PlayApex Cross progression
North parts of Sweden,75,,panzar_p,2022-12-29 19:10:49+00:00,@Respawn @EA @PlayApex So whats the intended audio in this game or do i have to keep guessing?
,46,"['ApexLegends', 'APEX', 'Apexフレンド募集']",cV4le,2022-12-29 19:10:12+00:00,the car smg #ApexLegends #APEX #Apexフレンド募集 https://t.co/5A2xRWe1I4
,46,"['ApexLegends', 'apexclips', 'FPS', 'controller', 'player', 'CLUTCH']",cV4le,2022-12-29 19:08:24+00:00,so ez clutch #ApexLegends #apexclips #FPS #controller #player #CLUTCH https://t.co/uVvEukxbdd
"Virginia, USA",6226,,JazzberryJG,2022-12-29 19:08:19+00:00,@HisandHersLive @PlayApex Would love a chance 💚
Mars_bar,9,,SKULLFACT0R,2022-12-29 19:07:54+00:00,@Grrted @PlayApex FUCKKK YEAHHHHH GARRET HAS RATIOED APEX LEGENDS A NEW KINGS HAS BEEN BORN 😂😂
"Manhattan, New York",11,,hydratedpsycho,2022-12-29 19:07:48+00:00,@Grrted @PlayApex Ratio
"Dallas, TX",6495,"['iamgaming', 'apexlegends']",iAM_iKandi,2022-12-29 19:07:38+00:00,7 away from goal let’s go and I’m live come on in  #iamgaming #apexlegends https://t.co/83JGYB0Eg1 via @YouTube
United States,29,"['ApexLedgends', 'Ukraine', 'gaming']",ampd2x,2022-12-29 19:06:26+00:00,Dropping kill after kill In apex legends https://t.co/vPrZKamDr2 #ApexLedgends #Ukraine #gaming
🗽 youtuber,337,,Kenzo4thAve,2022-12-29 19:05:45+00:00,LIVE NOW! Apex Legends but we don't win w/ Free Naldo https://t.co/gr0L1AHT4v
22,89,,p1ecks,2022-12-29 19:05:39+00:00,gonna play apex legends now… tough times https://t.co/Yrm9WF59HC
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 19:04:56+00:00,@robot52798 @Apex_The_Legend @Motivated_indiv @The_CandyGhost Ghosty: I want him and his wives to hear this. And if they don't accept me then its okay.
in the middle of the woods,764,,Taintedlg,2022-12-29 19:04:01+00:00,@TheSoLiDArc @BlazedShepard @Tyzonix @PlayApex @PlayStation @apex_rt247 @ApexPawn @itzMRNOBDY @EsportsTweeter @420GamingRT @GWILD_RT @SmallStreamersR @iiTzNintendo_RT @RexRTs It actually happens 💀💀💀 controller just quits working mid match and you just watch yourself die.
,25,,InsulinKing6780,2022-12-29 19:03:35+00:00,@Luc1lleX I streamed Apex Legends for 24 hours yesterday... 👀
,44,['needstohappen'],Abrutzi1,2022-12-29 19:03:26+00:00,Me diving into MNK if they finally nerf aim assist season 16 @PlayApex #needstohappen https://t.co/kn4psT73sz
🇨🇦 // 🇯🇲,223,"['Another1', 'ApexLegends']",NorfsideFPS,2022-12-29 19:03:25+00:00,Capture card coming soon because all I end up recording are the end game circles 🤦🏾‍♂️ #Another1 #ApexLegends https://t.co/IM5I0LQvcF
,0,,ChuckyLav,2022-12-29 19:03:06+00:00,@PlayApex We wants 120fps on PS5
,46,['apexlegends'],Nu_Merick,2022-12-29 19:02:40+00:00,HE CALLED ME WHAT #apexlegends https://t.co/DLBnHiYZhf
India,150,"['ApexLegends', 'APEX', 'gaming', 'TwitchStreamers', 'gamer', 'TwitchRecap']",gamerguy_sandip,2022-12-29 19:02:28+00:00,"R99 1V3 Clutch #ApexLegends #APEX 
*
*
Follow for Live streams https://t.co/efGBc7ze7C
*
#gaming #TwitchStreamers #gamer #TwitchRecap 
@SGH_RTs @BlazedRTs @DynoRTs @RexRTs @sme_rt 
@Retweelgend @MighmaMob https://t.co/HjgQl5go0J"
Poland,8,,APEXo_SHU,2022-12-29 19:02:05+00:00,@fpslounge_ @PlayApex Devs
,86,,HeHe59089034,2022-12-29 19:01:58+00:00,@Gingy_21 @FI3NDD @itsRealHYPEX The only reason we even got a free battle pass was because fortnite saw apex legends as a big threat at that time
,415,['ApexLegends'],Saiyoji5,2022-12-29 19:01:31+00:00,so i was just editing something and saw this 9 dmg? can anyone explain taht? #ApexLegends @PlayApex https://t.co/xffQ0i7RJj
