Username,Datetime,Text
_OnlyPats,2022-12-01 23:55:57+00:00,"Muchas gracias a todos por el apoyo que hemos recibido por parte de ustedes, si seguimos grabando es porque le dan Play al podcast 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼 #ForeverNE #SpotifyWrapped  #Mi2022enSpotify https://t.co/JmeYjz3mBx"
beatrizddlima,2022-12-01 23:55:56+00:00,"@rihanna, adorei os 2 766 minutos que partilhámos em 2022. Não consegui parar de ouvir Needed Me. #SpotifyWrapped https://t.co/VRMqP0tkjx"
troyman888,2022-12-01 23:55:56+00:00,"Thanks Paolo Sandejas for spending 3,505 minutes with me in 2022. I couldn’t stop listening to Sway. #SpotifyWrapped https://t.co/Wawbzu6Y6W"
sublickr_rick,2022-12-01 23:55:56+00:00,"Thanks @official_enya for spending 1,644 minutes with me in 2022. I couldn’t stop listening to Orinoco Flow. #SpotifyWrapped    https://t.co/Jh47ZZi51X"
CKoolKeys,2022-12-01 23:55:55+00:00,I really just sat here and thought about it my #SpotifyWrapped  showed me they listening to my 🎶 all around the world I think we need some international shows !!!!!
nimsaymav,2022-12-01 23:55:55+00:00,@galoddskate @geminicaio amg seu spotify wrapped
deadfl0werr,2022-12-01 23:55:55+00:00,"Thanks @oliviarodrigo for spending 3,025 minutes with me in 2022. I couldn’t stop listening to drivers license. #SpotifyWrapped https://t.co/DC0eusCxBF"
loay_z1,2022-12-01 23:55:54+00:00,"Gracias, @sanbenito, por haberme hecho compañía durante 318 minutos en 2022. No he parado de escuchar Hasta Que Dios Diga. XD lo que me pone Spotify #SpotifyWrapped https://t.co/ceNxxx4Gg4"
m_luidy,2022-12-01 23:55:53+00:00,Merci @coldplay pour ces 743 minutes passées ensemble en 2022. J'ai écouté A Head Full of Dreams - Live in Buenos Aires en boucle. #SpotifyWrapped https://t.co/qIbJ37FAbb
djohn7077,2022-12-01 23:55:53+00:00,"Thanks Porcupine Tree for spending 2,203 minutes with me in 2022. I couldn’t stop listening to Arriving Somewhere But Not Here. #SpotifyWrapped https://t.co/QiWjVM1xB3"
Bob78392118,2022-12-01 23:55:53+00:00,Thanks @gunsnroses for spending 939 minutes with me in 2022. I couldn’t stop listening to Paradise City. #SpotifyWrapped https://t.co/xrDbt8AVFD
__stanny,2022-12-01 23:55:52+00:00,"@notshysmith PLEASE POST UR SPOTIFY ARTIST WRAPPED, CHECK IN THE SPOTIFY FOR ARTISTS APP PLSS"
xxLurkxx,2022-12-01 23:55:51+00:00,"Thanks Trip Lee for spending 4,858 minutes with me in 2022. I couldn’t stop listening to Let Go. #SpotifyWrapped https://t.co/PiDnhuPD7A"
britts16,2022-12-01 23:55:51+00:00,"Thanks @eltonofficial for spending 1,153 minutes with me in 2022. I couldn’t stop listening to I'm Still Standing. #SpotifyWrapped https://t.co/UtmjVSvtpp"
PureCountry94,2022-12-01 23:55:51+00:00,Which @kanebrown song was on your #SpotifyWrapped this year? https://t.co/nQSOAFWPVJ
thvsoob,2022-12-01 23:55:50+00:00,i really wanted my spotify wrapped &lt;/3
sarahderinger88,2022-12-01 23:55:50+00:00,My top artists of 2022. Who were yours? #SpotifyWrapped  https://t.co/JbQ2RoMlQM
worstzior,2022-12-01 23:55:50+00:00,"MARIA DE LOS ANGELES BECERRA DEJA DE IGNORARME Y PODES SUBIR TU RESUMEN ANUAL DEL SPOTIFY WRAPPED, QUEREMOS TENER ESTE PERO DE ESTE AÑO @mariabecerra22 https://t.co/Lhw1A4x7Xt"
Dorson95,2022-12-01 23:55:49+00:00,@findingfletcher Always telling people I like all kinds of music but you being all over my Spotify wrapped does tell a different story 😂 https://t.co/TuU0F8FZfh
Vermigh666,2022-12-01 23:55:48+00:00,"No está mal para ser compartida entre la jefa y yo
Artistas que más he escuchado en 2022. ¿Y tú qué has escuchado? #SpotifyWrapped 
https://t.co/NWLVCOaEbX"
MARIACARBALLO0,2022-12-01 23:55:48+00:00,"Thanks @mileycyrus for spending 2,483 minutes with me in 2022. I couldn’t stop listening to Plastic Hearts. #SpotifyWrapped https://t.co/5o3xOi8lUR"
Ball_Hawk,2022-12-01 23:55:48+00:00,"Thanks @lauvsongs for spending 9,480 minutes with me in 2022. I couldn’t stop listening to 26. #SpotifyWrapped https://t.co/7XW3LkSqid"
shwnspencr,2022-12-01 23:55:47+00:00,e o seu spotify wrapped https://t.co/SCrXp5XLAx
seal481,2022-12-01 23:55:47+00:00,May have listened to a bit of @HotMulligan this year #SpotifyWrapped https://t.co/VeIGwZCjk1
tinisin223,2022-12-01 23:55:47+00:00,"Thanks @brentfaiyaz for spending 1,830 minutes with me in 2022. I couldn’t stop listening to ALL MINE. #SpotifyWrapped https://t.co/bFY8WP7JWf"
ilyttaet,2022-12-01 23:55:47+00:00,@BTS_ktg @koocloudie @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
bahbahblakship,2022-12-01 23:55:46+00:00,Thanks Johnny Stimson for spending 610 minutes with me in 2022. I couldn’t stop listening to Honeymoon. #SpotifyWrapped https://t.co/n4wdOfXxBN
hiirafff,2022-12-01 23:55:46+00:00,"Terima kasih, Gema Membiru , karena sudah menjadi podcast teratas saya di @Spotify tahun ini. Saya menyukai seluruh 24 menit saya mendengarkan. #SpotifyWrapped https://t.co/jlGZCFoIYc"
em7_nicole,2022-12-01 23:55:45+00:00,Thanks @taylorswift13 for spending 512 minutes with me in 2022. I couldn’t stop listening to The Man. #SpotifyWrapped https://t.co/WGPq25wduI
Sarpinol1,2022-12-01 23:55:45+00:00,@Spotify @MichaelBuble @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
TarynBa77399833,2022-12-01 23:55:45+00:00,"Thanks @sabaton for spending 1,814 minutes with me in 2022. I couldn’t stop listening to The Last Stand. #SpotifyWrapped https://t.co/wMLtxik3ro"
queenb_ley,2022-12-01 23:55:44+00:00,I cant see my spotify wrapped. They hate me?
Niwatego,2022-12-01 23:55:44+00:00,"這些是我今年重複播放的歌曲。你的呢？#SpotifyWrapped 
https://t.co/l8rumkI00e"
ToruFujisaki_24,2022-12-01 23:55:44+00:00,Grazie 遠野高志 per i 594 minuti trascorsi insieme nel 2022. Touch You sempre in loop. Ma sempre sempre. #SpotifyWrapped https://t.co/rAGwE0T4aa
ili_velezs,2022-12-01 23:55:43+00:00,Thanks JAWNY for spending 955 minutes with me in 2022. I couldn’t stop listening to Honeypie. #SpotifyWrapped https://t.co/PJ6Rli61l7
Aile_F1,2022-12-01 23:55:43+00:00,My top artist of 2022. Who was yours? #SpotifyWrapped  https://t.co/d2EE3ZtLHw
arandra94,2022-12-01 23:55:43+00:00,"Terima kasih, @bts_bighit, karena sudah menghabiskan 885 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Butter. #SpotifyWrapped https://t.co/XDgR3MoqxQ"
Nerea01052002,2022-12-01 23:55:43+00:00,"@PopBase @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???
#SpotifyCorrupt"
dianza_willis,2022-12-01 23:55:43+00:00,"Thanks BOBBY for spending 2,240 minutes with me in 2022. I couldn’t stop listening to LiLaC. #SpotifyWrapped https://t.co/05GKNnQGmK @YG_iKONIC"
selenasreturn,2022-12-01 23:55:42+00:00,I failed you this year 😢 #SpotifyWrapped https://t.co/hWa5APQNCO
CalamityPlusMe,2022-12-01 23:55:42+00:00,"Thanks @marinadiamandis for spending 2,536 minutes with me in 2022. I couldn’t stop listening to Shampain. #SpotifyWrapped https://t.co/Upyd8mpOTH"
gohrzmn,2022-12-01 23:55:42+00:00,Friendly reminder that it is #SpotifyWrapped season. Judging someone’s music taste based on your personal taste is gross behavior. Be nice and let’s enjoy sharing music that makes us happy.
littletinytata,2022-12-01 23:55:41+00:00,"I LOVE YOUUUUUUUU Thanks @bts_bighit for spending 25,360 minutes with me in 2022. I couldn’t stop listening to Butter. #SpotifyWrapped https://t.co/qnuO16NQtt"
TerminallyIll24,2022-12-01 23:55:41+00:00,"Thanks Naethan Apollo for spending 1,056 minutes with me in 2022. I couldn’t stop listening to Person in the Mirror. #SpotifyWrapped https://t.co/32kXw1LtFk"
Mackenzie202105,2022-12-01 23:55:40+00:00,@buzzfeedpuppies here is my #SpotifyWrapped https://t.co/7JuoRhG6CM
marycallaghan08,2022-12-01 23:55:40+00:00,Thanks @georgemofficial for spending 932 minutes with me in 2022. I couldn’t stop listening to If You Were My Woman. #SpotifyWrapped https://t.co/kyW336Yr9f
Jed_Trott,2022-12-01 23:55:39+00:00,"I'm so cool I can barely stand it. #SpotifyWrapped 
https://t.co/Pjus2ost6M"
ByronWalter,2022-12-01 23:55:39+00:00,"Thanks @kendricklamar for spending 1,508 minutes with me in 2022. I couldn’t stop listening to Rich Spirit. #SpotifyWrapped https://t.co/37A3OOgYLA"
ATwisted54,2022-12-01 23:55:38+00:00,"Thanks @glassanimals for spending 1,469 minutes with me in 2022. I couldn’t stop listening to Space Ghost Coast To Coast. #SpotifyWrapped https://t.co/VNy7StD8p8"
adrianoqalbi,2022-12-01 23:55:38+00:00,Ngga premium tapi pamer spotify wrapped jg?
RJTheDestroyer,2022-12-01 23:55:37+00:00,"This year, I spent 33,706 minutes listening. Think you topped that? Find out with #SpotifyWrapped 
https://t.co/kYs5SqAzHN"
AxelGut03915526,2022-12-01 23:55:37+00:00,"Thanks Yeat for spending 4,909 minutes with me in 2022. I couldn’t stop listening to Turban. #SpotifyWrapped https://t.co/2YFtgQwCnc"
namjooning_BTS,2022-12-01 23:55:37+00:00,@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
BabyGreys,2022-12-01 23:55:36+00:00,Thanks @sushitrash for spending 238 minutes with me in 2022. I couldn’t stop listening to YUKON (INTERLUDE). #SpotifyWrapped https://t.co/fwpkKnomLk
tomdraug,2022-12-01 23:55:36+00:00,"Thanks tom wawer for spending 8,549 minutes with me in 2022. I couldn’t stop listening to sleep, baby. #SpotifyWrapped https://t.co/ss0iWG2i46"
bayleebushard,2022-12-01 23:55:36+00:00,"Thanks @morganwallen for spending 3,024 minutes with me in 2022. I couldn’t stop listening to Don't Think Jesus. #SpotifyWrapped https://t.co/UmelcPljD9"
JillBest13,2022-12-01 23:55:36+00:00,"Thanks Skuff Micksun for spending 5,056 minutes with me in 2022. I couldn’t stop listening to Such A Dog. #SpotifyWrapped https://t.co/s6GYN7TqxF"
syasathv,2022-12-01 23:55:36+00:00,.@Spotify @SpotifyCares Christmas Tree by V is not showing in all fans Spotify Wrapped Please Check it. We all streamed it but it didn't showed in our Top Songs on 2022! Please look in to it.
Wendiw3_wendi,2022-12-01 23:55:35+00:00,Thanks @dualipa for spending 495 minutes with me in 2022. I couldn’t stop listening to Sweetest Pie. #SpotifyWrapped https://t.co/wEwglrCoKf
Yaqui73178306,2022-12-01 23:55:35+00:00,@statsforbangtan @Spotify @SpotifyCares .@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
TammySkelding,2022-12-01 23:55:35+00:00,"Thanks @taylorswift13 for spending 4,203 minutes with me in 2022. I couldn’t stop listening to All Too Well (10 Minute Version) (Taylor's Version) (From The Vault). #SpotifyWrapped https://t.co/wKNrMVKgxP"
astromawu,2022-12-01 23:55:34+00:00,"Thanks @theestallion for spending 8,369 minutes with me in 2022. I couldn’t stop listening to Ungrateful (feat. Key Glock). Bitch I couldn't put this damn song down😭😭😭 #SpotifyWrapped https://t.co/1B3hi3ltcg"
CristinnaFdez,2022-12-01 23:55:34+00:00,"Gracias, Estopa, por haberme hecho compañía durante 578 minutos en 2022. No he parado de escuchar Diablo. #SpotifyWrapped https://t.co/PHRFESHqqU"
ZanoniAshley,2022-12-01 23:55:33+00:00,"Thanks @lpontheleft for being my top podcast on @Spotify this year. I loved all 4,095 minutes of it. #SpotifyWrapped https://t.co/Sj0qohfY7v"
DylanFolkert,2022-12-01 23:55:33+00:00,"Thanks Zach Bryan for spending 8,534 minutes with me in 2022. I couldn’t stop listening to From Austin. #SpotifyWrapped https://t.co/M7jWNOMwqP"
De_lizard_killa,2022-12-01 23:55:33+00:00,Never ending repeat of Davido's songs #SpotifyWrapped #DavidoFansConcert 💙✅ https://t.co/cQ8rY0cUkZ
kitkatte39,2022-12-01 23:55:33+00:00,"Thanks Vivid BAD SQUAD for spending 1,144 minutes with me in 2022. I couldn’t stop listening to Ready Steady (feat. 小豆沢こはね&amp;白石杏&amp;東雲彰人&amp;青柳冬弥&amp;初音ミク). #SpotifyWrapped https://t.co/f0QBkhAFRG"
kiflibbe,2022-12-01 23:55:32+00:00,"Terima kasih, @mrbrunomajor, karena sudah menghabiskan 226 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Nothing. #SpotifyWrapped https://t.co/PcFv0aPh9o"
JinHu,2022-12-01 23:55:32+00:00,This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now!  https://t.co/FvDxjvIoap @andrewhuang @shpongle @JamiroquaiHQ @daftpunk @polyphia thank you
a_focused_gem,2022-12-01 23:55:30+00:00,Thanks @hillsongworship for spending 3 137 minutes with me in 2022. I couldn’t stop listening to Grace To Grace. #SpotifyWrapped https://t.co/zzzdI7jwnr
455Eat,2022-12-01 23:55:29+00:00,Thanks Yeat for spending 713 minutes with me in 2022. I couldn’t stop listening to Nvr again. #SpotifyWrapped https://t.co/yEvdol877j
imkereeen,2022-12-01 23:55:29+00:00,veo mi spotify wrapped y si soy muy básica pero no me importa
JShipIII,2022-12-01 23:55:28+00:00,"Thanks Andy Mineo for spending 5,206 minutes with me in 2022. I couldn’t stop listening to OT OD (sketch).mp3. 

Top 0.01%

#SpotifyWrapped https://t.co/PLFgZwrLhY"
MaryTay91545577,2022-12-01 23:55:28+00:00,Thanks @nfrealmusic for spending 295 minutes with me in 2022. I couldn’t stop listening to Intro III. #SpotifyWrapped https://t.co/1kNg4MoZe2
Jessika_275,2022-12-01 23:55:27+00:00,Thanks @threedaysgrace for spending 485 minutes with me in 2022. I couldn’t stop listening to So Called Life. #SpotifyWrapped https://t.co/hDVA8RnPpM
TREEDOGGMRATM,2022-12-01 23:55:27+00:00,"This year I explored the genre-verse What were your top genres of 2022? #SpotifyWrapped 
https://t.co/VY9JNFRxkA. @Spotify @djyoungcee  @DJPeterson @DJPeterson @DJ_PhoTone @DJNYCEE  @RealFirestarta @Djaytheillestw1 @WorldOfDeejays @DJWarrenYoung @BET @MTV2 @MTV @XXL @DJUiagalelei"
DrakeKuznick,2022-12-01 23:55:27+00:00,"Thanks $uicideboy$ for spending 11,508 minutes with me in 2022. I couldn’t stop listening to Aliens Are Ghosts. #SpotifyWrapped https://t.co/fPwHz9Pxho"
vmkutes,2022-12-01 23:55:27+00:00,"haré la prueba gratuita de 3 meses de spotify en mi otra cuenta porque a la actual ya le hice, y así seguiré con mis 5 cuentas jaldksk por eso en el Spotify Wrapped no me salen todos los datos, igual pobre pero no derrotada"
SahelAzemi,2022-12-01 23:55:26+00:00,"Thanks @nickiminaj for spending 2,848 minutes with me in 2022. I couldn’t stop listening to We Go Up (feat. Fivio Foreign). #SpotifyWrapped https://t.co/b6TRmZZY9I"
sarahderinger88,2022-12-01 23:55:26+00:00,Thanks CityAlight for spending 516 minutes with me in 2022. I couldn’t stop listening to Yet Not I but Through Christ in Me. #SpotifyWrapped https://t.co/mJh9Buos2i
Gdorean2,2022-12-01 23:55:26+00:00,My 17-year-old son and I both listened to the same song at the top of our Spotify Wrapped thing.
Madd_Falcon_Tv,2022-12-01 23:55:26+00:00,Thanks KB for spending 521 minutes with me in 2022. I couldn’t stop listening to Let It Reign (feat. Bizzle). #SpotifyWrapped https://t.co/ui5W4V2LLN
vxntxblxck_,2022-12-01 23:55:26+00:00,"no mamen, yo no terminé el que tenía planeado para enero voy a andar leyendo 71 libros jsjsjsj awante el spotify wrapped (apple en mi caso pero same shit) https://t.co/H27GQ0jsVw"
luaraballads,2022-12-01 23:55:25+00:00,"Hello @Spotify @SpotifyCares

We would like to know why BTS’ and members’ feat songs have been removed from their streams on Spotify Wrapped? Feats have always counted for the retrospective, and their participation in the songs are as valid’s as the main artists’

Thank you."
KattyKay24,2022-12-01 23:55:25+00:00,"okay, but how is literally everyone in the top 1% of every category on Spotify wrapped? 🤔 the math isn’t mathing here for me."
babyyyy1117,2022-12-01 23:55:24+00:00,"Hello @Spotify @SpotifyCares, may we have some explanation in regards to the removal of streams of ""Left and Right"" &amp; ""My Universe"" from Jungkook's &amp; BTS' tally in #SpotifyWrapped    , considering these are their songs as much as their collaborators? Please respond asap!"
JoeMarkwick,2022-12-01 23:55:23+00:00,Thanks The Altogether for spending 736 minutes with me in 2022. I couldn’t stop listening to Bigger Sky. #SpotifyWrapped https://t.co/TKVWqcsrRq
mypurplewhale,2022-12-01 23:55:23+00:00,@Spotify @MichaelBuble @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
gi2ki1,2022-12-01 23:55:23+00:00,@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
percules_999,2022-12-01 23:55:23+00:00,@yeat1_ x @drippinsopretty 🔐 #SpotifyWrapped #YEAT #DSP https://t.co/94ggcslE5O
crishablue21,2022-12-01 23:55:22+00:00,Thanks Drama Queens for being my top podcast on @Spotify this year. I loved all 502 minutes of it. #SpotifyWrapped https://t.co/RUgqWV1sbC
stevieg0613,2022-12-01 23:55:22+00:00,My top artists of 2022. Who were yours? #SpotifyWrapped  https://t.co/b9QdkeakTJ
paleymir,2022-12-01 23:55:22+00:00,@Spotify No wrapped beyond a playlist for me. And I’ve updated app and restarted etc. Any fixes? Second year it’s just not loaded for me.
sashavou69,2022-12-01 23:55:22+00:00,"Top Artist: @RuPaul 
Top Song: Pop Off ate 

Di naman halatang drag race fan ako pota. Puro kabadingan

#SpotifyWrapped"
kingferranfan,2022-12-01 23:55:21+00:00,"Thanks @brunomars for spending 1,081 minutes with me in 2022. I couldn’t stop listening to Locked out of Heaven. #SpotifyWrapped https://t.co/eVF1L8esgJ"
kidoceanghost59,2022-12-01 23:55:21+00:00,"Thanks @xxxtentacion for spending 2,300 minutes with me in 2022. I couldn’t stop listening to True Love. #SpotifyWrapped https://t.co/rhSyKLioGC"
PerlaCa23442636,2022-12-01 23:55:21+00:00,Thanks Lovejoy for spending 866 minutes with me in 2022. I couldn’t stop listening to Perfume. #SpotifyWrapped https://t.co/xjszg3BAcX
negrokurighe2,2022-12-01 23:55:21+00:00,Este año anduve disperso. #SpotifyWrapped https://t.co/Py0FTfYfGl
AmanArmn,2022-12-01 23:55:21+00:00,"Thanks @beyonce for spending 7,334 minutes with me in 2022. I couldn’t stop listening to BREAK MY SOUL. #SpotifyWrapped https://t.co/KjaOIb0o6Z"
Niwatego,2022-12-01 23:55:20+00:00,"我在 2022 年最常聽的歌曲。你的呢？#SpotifyWrapped 
https://t.co/n8iicxis7j"
daveglover31,2022-12-01 23:55:20+00:00,This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now!  https://t.co/fhlea8iqRB
Pixeltroidvania,2022-12-01 23:55:20+00:00,"This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now! 
https://t.co/3HnmMlyfPA"
lesbiansuh,2022-12-01 23:55:20+00:00,i hope all of u who had him on ur spotify wrapped regrets it https://t.co/3Gcuflfydf
nozizwe2017,2022-12-01 23:55:19+00:00,there's still a chance rpatt can make it on to my spotify wrapped https://t.co/zRcQpM04t1
Latasya89,2022-12-01 23:55:19+00:00,"Thanks @ygofficialblink for spending 1,889 minutes with me in 2022. I couldn’t stop listening to Hard to Love. #SpotifyWrapped https://t.co/ZzwrDbPMd4"
fuxkmedude,2022-12-01 23:55:19+00:00,"Thanks @juiceworlddd for spending 2,834 minutes with me in 2022. I couldn’t stop listening to Sometimes. #SpotifyWrapped https://t.co/YP8JbtfWKS"
oalxiyah,2022-12-01 23:55:18+00:00,"Thanks @datelinenbc for being my top podcast on @Spotify this year. I loved all 15,610 minutes of it. #SpotifyWrapped https://t.co/wv5cQzvoj8"
Keniedrop,2022-12-01 23:55:17+00:00,Thanks @weezer for spending 204 minutes with me in 2022. I couldn’t stop listening to I Just Threw Out The Love Of My Dreams. #SpotifyWrapped https://t.co/H8EhJCZKhs
jaigalz,2022-12-01 23:55:17+00:00,"Thanks @xxxtentacion for spending 1,117 minutes with me in 2022. I couldn’t stop listening to YuNg BrAtZ. #SpotifyWrapped https://t.co/1p1AgzfCfF"
bec459553523,2022-12-01 23:55:16+00:00,"Thanks @eminem for spending 2,946 minutes with me in 2022. I couldn’t stop listening to Shake That. #SpotifyWrapped https://t.co/oXYW6fRQyt"
TexanMilitary,2022-12-01 23:55:15+00:00,"Thanks @grupofirme for spending 3,740 minutes with me in 2022. I couldn’t stop listening to En Tu Perra Vida. #SpotifyWrapped https://t.co/zkZDu0Ipi5"
jhnygjm__,2022-12-01 23:55:14+00:00,"@PJM_data @BTS_twt Congratulations Jimin!!
PROUD OF YOU JIMIN

#SpotifyWrapped 
#JIMIN @BTS_twt"
Amy123Shaw,2022-12-01 23:55:13+00:00,Thanks @westlifemusic for spending 171 minutes with me in 2022. I couldn’t stop listening to Alive. #SpotifyWrapped https://t.co/cg9GmUaMvm
DunLaoghaireTM,2022-12-01 23:55:13+00:00,"Thanks Opinions Matter with Adrian &amp; Jeremy for being my top podcast on @Spotify this year. I loved all 3,311 minutes of it. #SpotifyWrapped https://t.co/WhI7ZuEiPd"
DunLaoghaireTM,2022-12-01 23:55:13+00:00,"Thanks Opinions Matter with Adrian &amp; Jeremy for being my top podcast on @Spotify this year. I loved all 3,311 minutes of it. #SpotifyWrapped https://t.co/WhI7ZuDKZF"
itsme_ori,2022-12-01 23:55:12+00:00,Thanks Linkin Park for spending 887 minutes with me in 2022. I couldn’t stop listening to Leave Out All The Rest. #SpotifyWrapped https://t.co/tJSLIhP8OT
zetsubo_shojo,2022-12-01 23:55:11+00:00,this is of course missing every thing I listen to as whole albums ie shoegaze and most jrock but its honestly more informative than my spotify wrapped
wonyoussy,2022-12-01 23:55:11+00:00,slayyyter not making it to my spotify wrapped ..... https://t.co/Wzo8KARZoz
areardonjames,2022-12-01 23:55:11+00:00,"Thanks @restispolitics for being my top podcast on @Spotify this year. I loved all 4,580 minutes of it. #SpotifyWrapped https://t.co/iXrJyBR9Es"
MicheleNappi14,2022-12-01 23:55:11+00:00,Grazie @xxxtentacion per i 2.038 minuti trascorsi insieme nel 2022. bad vibes forever sempre in loop. Ma sempre sempre. #SpotifyWrapped https://t.co/Xf62XprIM9
TheSource,2022-12-01 23:55:10+00:00,"Wrapped: Bad Bunny is Spotify's Most Streamed Artist in 2022 only on https://t.co/8EmqyZ5Yn0 
#WeGotUs #SourceLove 

https://t.co/1dbaRv291L"
userg7102710,2022-12-01 23:55:09+00:00,my spotify wrapped https://t.co/xmyu6Ifycj
connorobrien23,2022-12-01 23:55:09+00:00,"Dear all the haters,

I like seeing everyone’s Spotify wrapped."
Quitama26,2022-12-01 23:55:09+00:00,"Thanks @bts_bighit for spending 2,203 minutes with me in 2022. I couldn’t stop listening to A Brand New Day (BTS World Original Soundtrack) [Pt. 2]. #SpotifyWrapped https://t.co/tw9sdBifix"
ivitriste,2022-12-01 23:55:09+00:00,Ey @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???
chataboutbooks1,2022-12-01 23:55:09+00:00,Thanks @bryanadams for spending 370 minutes with me in 2022. I couldn’t stop listening to When You Love Someone - MTV Unplugged Version. #SpotifyWrapped https://t.co/X49qJlEytk
Albarmy3,2022-12-01 23:55:08+00:00,@levijjk Ey @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???
shobenr03,2022-12-01 23:55:08+00:00,Thanks Naallanaa Murukku - The RJ Balaji Podcast for being my top podcast on @Spotify this year. I loved all 587 minutes of it. #SpotifyWrapped https://t.co/ElCpzxim0x
JeanVillaver1,2022-12-01 23:55:07+00:00,"🥰❤️🎶
These were the songs I had on repeat this year. What were yours? #SpotifyWrapped 
https://t.co/bFvXQyr9Ne"
Jmip00,2022-12-01 23:55:06+00:00,@levijjk Ey @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???
savag3_93,2022-12-01 23:55:06+00:00,"Thanks @bts_bighit for spending 2,789 minutes with me in 2022. I couldn’t stop listening to Dynamite. #SpotifyWrapped https://t.co/kXgBt8Bvta"
tomdoode259,2022-12-01 23:55:06+00:00,"Thanks Lange for spending 5,266 minutes with me in 2022. I couldn’t stop listening to Fireflies - Under The Moon Mix. #SpotifyWrapped https://t.co/FqBvCWUidE"
MinYongishi_mar,2022-12-01 23:55:06+00:00,"hello @Spotify @SpotifyCares it's a bit embarrassing what you've done I think they don't even know how to hide it.we need a clear and clear explanation on why you removed Jungkook's ""Left and Right"" and BTS's ""My Universe"" on Spotify Wrapped this year . Both songs are equally his"
MaxVader02,2022-12-01 23:55:05+00:00,Thanks Skippy for spending 48 minutes with me in 2022. I couldn’t stop listening to Suicide Letter pt. 2. #SpotifyWrapped https://t.co/JmQevacz0C
Nichabod,2022-12-01 23:55:05+00:00,"Thanks @tinystills for spending 1,081 minutes with me in 2022. I couldn’t stop listening to Everything Is Going Great. #SpotifyWrapped https://t.co/nny68DyB5f"
AjGreen2022,2022-12-01 23:55:05+00:00,Thanks @juiceworlddd for spending 996 minutes with me in 2022. I couldn’t stop listening to GO (feat. Juice WRLD). #SpotifyWrapped https://t.co/MKkDUlbnm7 Thank you @juicewrld rip NEVER FORGOTTEN
djgangweed,2022-12-01 23:55:04+00:00,eu a ver o meu spotify wrapped https://t.co/wgih6VaIeY
SanchoraBanna,2022-12-01 23:55:04+00:00,"Thanks @ipritamofficial for spending 209 minutes with me in 2022. I couldn’t stop listening to Kesariya (From ""Brahmastra""). #SpotifyWrapped https://t.co/OXEYr4JwyU"
aprettypeach,2022-12-01 23:55:03+00:00,Woof it’s a bad time for Kanye to be my number two artist on Spotify wrapped
jinanetsu16,2022-12-01 23:55:03+00:00,Thanks @weareoneexo for spending 867 minutes with me in 2022. I couldn’t stop listening to Artificial Love. #SpotifyWrapped https://t.co/DEzMoRMCHR
wshjshsj2,2022-12-01 23:55:03+00:00,"@mymothet2 @Spotify @SpotifyCares .@Spotify @SpotifyCares We would like an explanation as to why they removed streams of songs by Jungkook, V, and BTS themselves on #spotifywrapped   . Why are the songs that we stream the most not showing up for us? Why is the problem only with BTS???"
gi2ki1,2022-12-01 23:55:02+00:00,"Songs that didn't counted on Spotify Wrapped for BTS and members:

— Left and Right 
— Christmas Tree (didn’t appear in any army Spotify wrapped)
— Bad Decisions 
— Sexy Nukim 
— Rush Hour 
— My Universe
— That That
— Girl of my Dreams

@Spotify @SpotifyCares you are so scared?"
